open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1686270600000,1848.79,1848.92,1848.78,1848.92,0.745,1686270659999,1377.36386,11,0.455,841.21766,0
1686270660000,1849.47,1849.68,1849.47,1849.68,0.294,1686270719999,543.80172,2,0.294,543.80172,0
1686270720000,1849.64,1849.74,1849.59,1849.59,2.648,1686270779999,4897.89904,13,2.621,4847.96011,0
1686270780000,1849.59,1849.59,1848.88,1848.88,1.004,1686270839999,1856.48204,10,0.558,1031.83028,0
1686270840000,1848.60,1848.60,1848.44,1848.44,0.058,1686270899999,107.21360,4,0.027,49.90788,0
1686270900000,1848.67,1849.23,1848.67,1848.96,1.984,1686270959999,3667.89809,6,1.680,3105.78753,0
1686270960000,1848.96,1849.10,1848.91,1848.91,2.046,1686271019999,3783.10136,6,0.002,3.69792,0
1686271020000,1849.47,1850.14,1849.47,1849.61,0.111,1686271079999,205.30996,6,0.041,75.83726,0
1686271080000,1849.77,1850.35,1849.47,1849.58,15.854,1686271139999,29331.89535,27,10.566,19548.41852,0
1686271140000,1849.53,1849.84,1849.52,1849.52,0.524,1686271199999,969.23023,4,0.385,712.11081,0
1686271200000,1849.53,1849.78,1849.53,1849.78,2.226,1686271259999,4117.46951,6,1.895,3505.20888,0
1686271260000,1849.69,1849.70,1848.96,1849.10,7.900,1686271319999,14609.73903,14,2.107,3896.12572,0
1686271320000,1849.33,1849.47,1849.33,1849.47,0.161,1686271379999,297.75333,4,0.081,149.79573,0
1686271380000,1848.96,1848.96,1848.21,1848.21,2.683,1686271439999,4960.17535,10,0.000,0.00000,0
1686271440000,1847.80,1848.35,1846.88,1848.34,7.045,1686271499999,13019.63162,18,5.058,9348.11880,0
1686271500000,1848.51,1848.89,1847.85,1847.85,4.231,1686271559999,7821.44906,16,1.789,3307.28092,0
1686271560000,1847.72,1847.72,1847.49,1847.49,1.601,1686271619999,2957.93161,4,0.000,0.00000,0
1686271620000,1847.42,1848.33,1847.42,1848.19,0.496,1686271679999,916.65796,7,0.217,401.06092,0
1686271680000,1848.60,1848.60,1848.60,1848.60,0.020,1686271739999,36.97200,1,0.020,36.97200,0
1686271740000,1848.94,1849.03,1848.89,1849.00,0.724,1686271799999,1338.67562,8,0.072,133.12656,0
1686271800000,1848.42,1848.43,1847.77,1847.77,0.401,1686271859999,741.17126,5,0.079,145.97977,0
1686271860000,1847.72,1847.72,1847.44,1847.44,8.310,1686271919999,15352.49636,13,2.888,5335.43142,0
1686271920000,1847.33,1847.44,1846.72,1847.37,7.858,1686271979999,14515.93100,18,5.939,10971.51626,0
1686271980000,1847.11,1847.11,1846.66,1846.77,5.988,1686272039999,11059.21192,9,1.205,2225.24940,0
1686272040000,1846.71,1847.27,1846.71,1847.27,0.187,1686272099999,345.43053,2,0.171,315.88317,0
1686272100000,1847.07,1847.07,1846.79,1846.79,0.799,1686272159999,1475.63668,4,0.629,1161.63478,0
1686272160000,1846.78,1846.78,1846.78,1846.78,0.010,1686272219999,18.46780,1,0.000,0.00000,0
1686272220000,1846.69,1847.20,1846.69,1847.20,0.385,1686272279999,711.13407,4,0.113,208.69567,0
1686272280000,1847.20,1847.54,1847.20,1847.30,0.987,1686272339999,1823.34486,8,0.329,607.81255,0
1686272340000,1847.16,1847.16,1847.16,1847.16,0.067,1686272399999,123.75972,1,0.067,123.75972,0
1686272400000,1846.34,1846.94,1846.04,1846.94,1.437,1686272459999,2653.62331,14,1.059,1955.72171,0
1686272460000,1847.33,1847.68,1847.33,1847.68,74.632,1686272519999,137896.02541,28,74.632,137896.02541,0
1686272520000,1847.68,1847.68,1847.63,1847.67,9.975,1686272579999,18430.54168,11,4.093,7562.54674,0
1686272580000,1847.67,1847.68,1847.34,1847.34,12.363,1686272639999,22842.61009,13,8.258,15258.10404,0
1686272640000,1847.13,1847.13,1846.16,1846.35,27.850,1686272699999,51431.61977,24,8.987,16593.22739,0
1686272700000,1846.61,1846.65,1846.61,1846.62,0.533,1686272759999,984.25146,7,0.183,337.92963,0
1686272760000,1846.60,1847.52,1846.60,1847.52,0.346,1686272819999,639.07808,3,0.174,321.46288,0
1686272820000,1847.66,1847.68,1846.85,1847.07,24.107,1686272879999,44540.66571,21,19.707,36412.08532,0
1686272880000,1847.11,1847.11,1846.38,1846.38,0.426,1686272939999,786.66961,7,0.234,432.14372,0
1686272940000,1846.45,1846.45,1846.45,1846.45,0.015,1686272999999,27.69675,1,0.015,27.69675,0
1686273000000,1846.34,1846.37,1845.55,1846.37,85.877,1686273059999,158513.46431,47,2.037,3760.57321,0
1686273060000,1846.44,1847.23,1846.36,1847.23,6.024,1686273119999,11126.61863,23,1.654,3054.46455,0
1686273120000,1847.10,1847.10,1846.80,1846.87,13.969,1686273179999,25801.91361,6,1.217,2247.72086,0
1686273180000,1846.75,1846.75,1846.75,1846.75,1.645,1686273239999,3037.90375,2,0.000,0.00000,0
1686273240000,1846.72,1847.32,1846.72,1846.99,1.839,1686273299999,3396.76431,10,1.759,3249.02671,0
1686273300000,1847.00,1847.28,1846.99,1847.28,0.366,1686273359999,676.05290,7,0.275,507.97590,0
1686273360000,1847.33,1848.24,1847.33,1848.24,56.206,1686273419999,103851.25791,24,56.206,103851.25791,0
1686273420000,1848.43,1848.99,1848.43,1848.70,6.044,1686273479999,11172.95190,19,2.080,3845.04230,0
1686273480000,1848.73,1848.81,1848.67,1848.81,0.558,1686273539999,1031.58892,5,0.407,752.41861,0
1686273540000,1848.76,1848.77,1848.52,1848.52,1.989,1686273599999,3677.00139,5,0.219,404.88007,0
1686273600000,1848.80,1848.80,1848.47,1848.47,0.798,1686273659999,1475.25324,6,0.575,1062.97119,0
1686273660000,1848.50,1848.57,1848.50,1848.57,0.137,1686273719999,253.24919,3,0.067,123.85419,0
1686273720000,1848.52,1848.80,1848.22,1848.22,4.323,1686273779999,7990.65661,5,0.878,1623.05871,0
1686273780000,1848.36,1848.36,1847.98,1847.98,0.200,1686273839999,369.63552,2,0.096,177.40608,0
1686273840000,1848.05,1848.05,1848.05,1848.05,0.067,1686273899999,123.81935,1,0.067,123.81935,0
1686273900000,1848.00,1848.36,1847.83,1847.83,1.128,1686273959999,2084.45512,6,0.928,1714.81486,0
1686273960000,1848.06,1848.06,1847.71,1847.71,2.664,1686274019999,4923.01404,8,2.375,4388.95889,0
1686274020000,1847.64,1847.64,1846.43,1846.43,3.360,1686274079999,6205.86825,13,0.203,374.94175,0
1686274080000,1846.84,1846.84,1846.84,1846.84,0.019,1686274139999,35.08996,1,0.019,35.08996,0
1686274140000,1847.09,1847.09,1847.09,1847.09,0.005,1686274199999,9.23545,1,0.005,9.23545,0
1686274200000,1847.31,1848.02,1847.31,1848.02,0.972,1686274259999,1795.86890,5,0.972,1795.86890,0
1686274260000,1848.32,1851.80,1848.32,1851.73,16.252,1686274319999,30075.27227,45,9.092,16826.18986,0
1686274320000,1850.75,1852.29,1850.67,1852.04,3.327,1686274379999,6160.63598,14,1.979,3664.81270,0
1686274380000,1851.99,1851.99,1851.00,1851.49,7.129,1686274439999,13199.66630,34,5.111,9462.68459,0
1686274440000,1851.02,1852.12,1851.02,1852.12,0.604,1686274499999,1118.61039,7,0.572,1059.35507,0
1686274500000,1852.15,1852.64,1852.11,1852.44,1.475,1686274559999,2731.91554,7,0.125,231.54815,0
1686274560000,1852.37,1852.37,1851.23,1851.71,9.991,1686274619999,18499.92313,15,1.697,3141.93327,0
1686274620000,1851.28,1851.28,1850.90,1850.90,1.243,1686274679999,2300.97323,5,0.045,83.29896,0
1686274680000,1850.88,1850.88,1850.11,1850.11,2.366,1686274739999,4378.22276,7,0.168,310.93104,0
1686274740000,1849.70,1849.89,1849.42,1849.42,2.525,1686274799999,4670.47088,7,0.065,120.21230,0
1686274800000,1849.92,1850.11,1849.86,1849.97,0.334,1686274859999,617.86946,8,0.284,525.37346,0
1686274860000,1850.25,1851.23,1850.25,1851.21,2.444,1686274919999,4522.75760,16,2.173,4021.19760,0
1686274920000,1851.48,1852.15,1851.17,1851.17,12.821,1686274979999,23738.52358,24,4.462,8261.02770,0
1686274980000,1851.19,1851.46,1851.03,1851.03,2.646,1686275039999,4898.04038,9,0.122,225.87812,0
1686275040000,1851.01,1851.01,1850.70,1850.70,2.729,1686275099999,5050.89770,3,1.636,3027.74520,0
1686275100000,1850.62,1850.62,1850.52,1850.62,3.369,1686275159999,6234.55157,11,1.603,2966.48422,0
1686275160000,1850.45,1850.45,1850.45,1850.45,0.113,1686275219999,209.10085,1,0.113,209.10085,0
1686275220000,1850.35,1850.35,1849.05,1849.54,6.738,1686275279999,12462.32820,20,4.794,8866.10313,0
1686275280000,1849.25,1849.25,1849.02,1849.02,0.347,1686275339999,641.64812,3,0.347,641.64812,0
1686275340000,1849.27,1849.46,1849.23,1849.23,1.283,1686275399999,2372.79952,5,1.212,2241.50419,0
1686275400000,1849.48,1849.82,1849.11,1849.11,2.548,1686275459999,4712.54537,6,2.321,4292.67504,0
1686275460000,1849.04,1849.05,1848.42,1848.42,2.866,1686275519999,5298.70323,7,1.752,3239.47201,0
1686275520000,1848.42,1848.42,1848.42,1848.42,3.062,1686275579999,5659.86204,1,3.062,5659.86204,0
1686275580000,1848.47,1848.70,1848.21,1848.21,0.893,1686275639999,1650.47932,5,0.808,1493.35937,0
1686275640000,1848.34,1848.54,1848.25,1848.54,2.405,1686275699999,4445.45851,11,2.405,4445.45851,0
1686275700000,1848.28,1848.28,1848.00,1848.00,0.575,1686275759999,1062.74358,8,0.054,99.79200,0
1686275760000,1848.05,1848.13,1848.05,1848.13,1.631,1686275819999,3014.26875,5,1.550,2864.57022,0
1686275820000,1848.26,1848.26,1847.33,1847.33,0.397,1686275879999,733.54880,9,0.334,617.14875,0
1686275880000,1847.33,1847.33,1847.13,1847.32,2.898,1686275939999,5353.30388,7,1.269,2344.04811,0
1686275940000,1846.85,1846.85,1846.15,1846.15,3.914,1686275999999,7227.29279,9,0.015,27.69870,0
1686276000000,1845.97,1846.14,1844.01,1845.17,21.026,1686276059999,38800.35780,67,10.128,18694.85181,0
1686276060000,1845.31,1845.61,1844.46,1845.07,3.629,1686276119999,6694.38750,14,0.092,169.75302,0
1686276120000,1845.21,1845.89,1845.21,1845.56,3.507,1686276179999,6471.97194,14,2.635,4862.62777,0
1686276180000,1845.97,1846.02,1845.81,1846.02,5.665,1686276239999,10457.57528,9,5.587,10313.58572,0
1686276240000,1846.15,1847.41,1846.15,1847.41,1.140,1686276299999,2105.77841,8,1.140,2105.77841,0
1686276300000,1846.85,1847.57,1846.81,1846.81,1.719,1686276359999,3175.44986,16,1.379,2547.40695,0
1686276360000,1847.20,1847.40,1846.15,1846.15,36.101,1686276419999,66657.63626,18,0.000,0.00000,0
1686276420000,1845.97,1845.97,1845.21,1845.21,1.769,1686276479999,3265.46473,5,0.063,116.24823,0
1686276480000,1845.17,1845.25,1844.02,1844.03,1.474,1686276539999,2719.03533,23,0.669,1233.93229,0
1686276540000,1844.48,1844.68,1844.48,1844.60,9.855,1686276599999,18178.05290,13,9.855,18178.05290,0
1686276600000,1844.64,1845.37,1844.64,1845.37,0.213,1686276659999,393.02087,6,0.121,223.24683,0
1686276660000,1845.50,1845.84,1845.34,1845.34,0.594,1686276719999,1096.28420,4,0.207,382.01850,0
1686276720000,1845.97,1845.97,1845.71,1845.71,0.104,1686276779999,191.95904,2,0.020,36.91940,0
1686276780000,1846.15,1846.64,1846.14,1846.56,0.356,1686276839999,657.36422,8,0.356,657.36422,0
1686276840000,1846.27,1846.27,1846.27,1846.27,0.083,1686276899999,153.24041,1,0.083,153.24041,0
1686276900000,1846.19,1846.48,1845.34,1845.34,9.687,1686276959999,17879.27126,28,1.245,2298.65488,0
1686276960000,1845.30,1845.30,1844.13,1844.13,4.093,1686277019999,7550.45252,15,0.614,1132.72366,0
1686277020000,1844.16,1844.76,1844.16,1844.76,2.237,1686277079999,4126.38589,6,2.237,4126.38589,0
1686277080000,1844.93,1845.25,1844.93,1844.97,1.214,1686277139999,2239.79826,4,0.128,236.16084,0
1686277140000,1845.33,1845.33,1845.33,1845.33,0.041,1686277199999,75.65853,1,0.041,75.65853,0
1686277200000,1845.39,1845.39,1837.68,1840.24,82.841,1686277259999,152516.56399,187,30.756,56602.38708,0
1686277260000,1839.51,1841.82,1839.51,1841.82,1.878,1686277319999,3456.94264,14,0.469,863.32538,0
1686277320000,1841.80,1841.80,1836.34,1837.06,49.586,1686277379999,91162.89256,106,25.739,47308.15228,0
1686277380000,1837.77,1837.77,1829.70,1834.16,156.381,1686277439999,286743.57365,294,48.791,89428.18729,0
1686277440000,1834.38,1834.38,1832.07,1833.84,117.545,1686277499999,215374.14819,114,105.464,193227.24090,0
1686277500000,1833.25,1835.44,1832.03,1835.44,5.071,1686277559999,9301.64331,32,0.818,1499.82187,0
1686277560000,1835.03,1836.19,1834.32,1834.81,20.552,1686277619999,37722.38388,39,15.237,27969.54310,0
1686277620000,1834.92,1837.21,1834.82,1837.21,14.605,1686277679999,26818.60919,61,12.573,23087.79949,0
1686277680000,1836.94,1837.77,1836.92,1837.61,0.430,1686277739999,790.05017,9,0.153,281.15079,0
1686277740000,1837.22,1838.84,1836.68,1838.84,17.590,1686277799999,32322.86107,38,7.644,14050.92647,0
1686277800000,1838.87,1838.87,1837.15,1838.36,7.322,1686277859999,13458.62694,39,2.933,5391.04448,0
1686277860000,1838.44,1838.86,1838.18,1838.68,2.175,1686277919999,3998.56885,11,0.504,926.67439,0
1686277920000,1838.97,1839.53,1838.50,1838.50,23.609,1686277979999,43423.15490,27,0.151,277.73619,0
1686277980000,1838.47,1838.47,1837.73,1838.24,3.713,1686278039999,6825.31290,13,0.084,154.40292,0
1686278040000,1838.18,1838.79,1837.93,1838.77,1.350,1686278099999,2481.78350,9,0.034,62.49838,0
1686278100000,1838.59,1838.59,1838.11,1838.41,2.233,1686278159999,4104.69455,9,1.036,1904.34013,0
1686278160000,1838.62,1838.69,1837.51,1837.51,20.312,1686278219999,37329.36730,30,0.095,174.65970,0
1686278220000,1837.77,1837.77,1837.02,1837.02,0.465,1686278279999,854.46226,9,0.229,420.83025,0
1686278280000,1836.89,1836.89,1834.40,1835.40,31.930,1686278339999,58597.21840,50,9.677,17758.49178,0
1686278340000,1834.90,1836.29,1834.31,1834.31,9.042,1686278399999,16594.17563,23,0.442,811.27473,0
1686278400000,1834.51,1835.50,1834.05,1835.50,2.256,1686278459999,4138.69438,13,2.229,4089.17503,0
1686278460000,1836.21,1837.01,1835.87,1836.22,11.871,1686278519999,21802.04812,17,7.713,14167.17646,0
1686278520000,1836.40,1836.62,1836.34,1836.60,22.029,1686278579999,40454.64579,15,6.912,12693.78699,0
1686278580000,1836.41,1837.14,1836.41,1837.13,11.245,1686278639999,20652.43020,22,10.561,19396.02943,0
1686278640000,1836.97,1837.31,1836.97,1837.31,4.168,1686278699999,7657.72317,9,4.168,7657.72317,0
1686278700000,1837.15,1837.33,1835.92,1836.16,88.969,1686278759999,163383.15999,57,2.080,3819.24625,0
1686278760000,1836.40,1836.40,1835.73,1836.40,10.217,1686278819999,18760.79655,17,6.289,11547.60824,0
1686278820000,1836.40,1836.61,1836.24,1836.61,0.168,1686278879999,308.50090,6,0.086,157.92330,0
1686278880000,1836.52,1836.81,1836.38,1836.53,1.725,1686278939999,3167.97549,6,1.490,2736.40026,0
1686278940000,1837.21,1837.93,1837.21,1837.92,4.333,1686278999999,7962.67266,13,4.333,7962.67266,0
1686279000000,1837.92,1838.09,1837.35,1837.93,3.176,1686279059999,5837.01029,13,1.895,3482.81748,0
1686279060000,1837.88,1837.88,1837.22,1837.22,6.141,1686279119999,11283.08040,11,0.385,707.47502,0
1686279120000,1837.58,1837.92,1837.25,1837.92,1.457,1686279179999,2677.05520,9,0.449,825.09437,0
1686279180000,1838.02,1838.02,1837.38,1837.54,0.158,1686279239999,290.38555,4,0.115,211.36782,0
1686279240000,1837.77,1837.77,1837.35,1837.35,0.369,1686279299999,678.05617,3,0.369,678.05617,0
1686279300000,1837.49,1837.54,1837.15,1837.15,2.298,1686279359999,4222.36447,14,1.667,3063.03622,0
1686279360000,1836.68,1837.05,1836.52,1837.05,5.077,1686279419999,9324.18401,11,1.676,3078.10734,0
1686279420000,1837.10,1838.42,1837.10,1838.42,5.053,1686279479999,9287.35044,15,4.979,9151.37840,0
1686279480000,1838.07,1839.53,1838.07,1839.53,5.001,1686279539999,9196.53196,25,4.879,8972.21570,0
1686279540000,1839.23,1839.33,1839.11,1839.11,0.573,1686279599999,1053.89796,6,0.300,551.79770,0
1686279600000,1838.85,1838.85,1837.89,1838.83,8.291,1686279659999,15239.98255,36,7.543,13864.87952,0
1686279660000,1838.69,1838.70,1838.51,1838.70,3.529,1686279719999,6488.21299,9,3.479,6396.27799,0
1686279720000,1838.66,1838.90,1837.98,1837.98,1.143,1686279779999,2101.32819,8,0.284,522.16855,0
1686279780000,1837.93,1838.54,1837.93,1838.49,8.247,1686279839999,15160.90227,13,7.497,13782.00504,0
1686279840000,1838.15,1838.33,1838.15,1838.33,6.527,1686279899999,11998.17550,6,6.527,11998.17550,0
1686279900000,1838.40,1839.47,1838.20,1838.45,3.807,1686279959999,7001.41208,17,2.137,3930.44845,0
1686279960000,1838.19,1838.19,1837.54,1837.54,22.223,1686280019999,40843.14386,26,18.404,33824.14680,0
1686280020000,1837.45,1837.45,1836.52,1836.60,6.026,1686280079999,11067.78698,16,0.308,565.73106,0
1686280080000,1836.74,1836.74,1836.73,1836.73,0.156,1686280139999,286.53107,2,0.156,286.53107,0
1686280140000,1836.70,1836.79,1836.66,1836.79,0.292,1686280199999,536.32563,3,0.165,303.05330,0
1686280200000,1836.79,1837.01,1836.73,1836.73,0.253,1686280259999,464.71751,6,0.160,293.89692,0
1686280260000,1836.73,1836.73,1835.21,1835.86,30.401,1686280319999,55805.81654,38,7.719,14167.85940,0
1686280320000,1836.05,1836.54,1836.05,1836.54,0.888,1686280379999,1630.61287,6,0.807,1481.85313,0
1686280380000,1836.68,1837.49,1836.68,1837.45,5.229,1686280439999,9605.04111,9,5.128,9419.46854,0
1686280440000,1837.48,1837.48,1837.14,1837.42,3.868,1686280499999,7106.43453,8,0.132,242.54436,0
1686280500000,1837.86,1837.90,1837.72,1837.89,5.355,1686280559999,9841.45817,15,3.422,6288.94955,0
1686280560000,1837.97,1837.99,1837.79,1837.79,37.087,1686280619999,68162.19436,24,0.071,130.49671,0
1686280620000,1837.99,1837.99,1837.79,1837.84,0.283,1686280679999,520.12777,4,0.136,249.96664,0
1686280680000,1837.24,1837.24,1836.52,1836.57,2.776,1686280739999,5098.54968,8,1.754,3221.38734,0
1686280740000,1836.63,1836.63,1836.53,1836.53,0.791,1686280799999,1452.70243,3,0.000,0.00000,0
1686280800000,1836.35,1836.99,1836.35,1836.99,1.708,1686280859999,3136.57671,4,1.708,3136.57671,0
1686280860000,1837.44,1837.56,1836.98,1837.24,2.271,1686280919999,4172.15046,8,2.238,4111.51098,0
1686280920000,1837.17,1837.17,1836.75,1836.75,0.172,1686280979999,315.96685,3,0.056,102.88152,0
1686280980000,1836.72,1837.35,1836.72,1837.35,4.014,1686281039999,7374.24812,13,3.935,7229.14724,0
1686281040000,1837.62,1837.81,1837.44,1837.81,0.288,1686281099999,529.23253,3,0.288,529.23253,0
1686281100000,1837.86,1838.05,1837.62,1837.62,0.294,1686281159999,540.34855,8,0.226,415.38148,0
1686281160000,1837.53,1837.78,1837.39,1837.47,0.274,1686281219999,503.49450,9,0.162,297.66874,0
1686281220000,1837.52,1837.52,1837.52,1837.52,0.100,1686281279999,183.75200,1,0.100,183.75200,0
1686281280000,1837.54,1837.54,1837.14,1837.14,3.370,1686281339999,6192.23525,9,0.100,183.74841,0
1686281340000,1837.16,1837.44,1837.16,1837.44,1.928,1686281399999,3542.46270,7,1.765,3243.00562,0
1686281400000,1837.28,1837.44,1837.26,1837.28,0.313,1686281459999,575.09440,9,0.105,192.92313,0
1686281460000,1837.28,1837.28,1837.19,1837.25,0.070,1686281519999,128.60888,3,0.000,0.00000,0
1686281520000,1837.27,1837.27,1837.24,1837.24,0.137,1686281579999,251.70560,3,0.000,0.00000,0
1686281580000,1836.83,1836.97,1836.83,1836.97,1.779,1686281639999,3267.96068,3,1.625,2985.07625,0
1686281640000,1837.23,1837.32,1836.97,1837.32,3.402,1686281699999,6249.89065,10,1.966,3611.51461,0
1686281700000,1837.19,1838.09,1837.06,1838.09,13.111,1686281759999,24094.04200,24,12.733,23399.59168,0
1686281760000,1838.52,1838.92,1838.30,1838.92,0.436,1686281819999,801.64200,8,0.327,601.20436,0
1686281820000,1838.75,1839.50,1838.75,1839.50,1.137,1686281879999,2091.13788,11,1.031,1896.22918,0
1686281880000,1839.59,1839.67,1839.41,1839.67,2.503,1686281939999,4604.50212,14,1.283,2360.26025,0
1686281940000,1839.51,1841.01,1839.32,1840.30,11.484,1686281999999,21132.51088,40,4.904,9026.53758,0
1686282000000,1840.23,1840.78,1839.32,1839.32,7.105,1686282059999,13077.03645,26,5.236,9637.52235,0
1686282060000,1839.57,1839.72,1839.23,1839.72,3.290,1686282119999,6051.83580,14,1.670,3071.99411,0
1686282120000,1839.70,1840.12,1839.64,1839.81,6.306,1686282179999,11602.32883,12,1.745,3210.79679,0
1686282180000,1839.48,1839.48,1839.28,1839.42,0.750,1686282239999,1379.47775,7,0.082,150.82397,0
1686282240000,1839.87,1840.25,1839.87,1840.25,0.182,1686282299999,334.89168,2,0.093,171.14325,0
1686282300000,1839.61,1839.75,1839.46,1839.46,0.164,1686282359999,301.70143,4,0.118,217.07728,0
1686282360000,1839.74,1840.87,1839.74,1840.87,1.453,1686282419999,2674.36525,19,1.344,2473.71042,0
1686282420000,1841.03,1841.92,1840.97,1841.52,6.337,1686282479999,11670.62620,23,5.850,10773.84204,0
1686282480000,1841.46,1841.75,1841.46,1841.69,0.274,1686282539999,504.61895,5,0.188,346.24028,0
1686282540000,1841.72,1842.07,1841.72,1842.06,2.565,1686282599999,4724.60095,9,2.565,4724.60095,0
1686282600000,1841.85,1841.85,1841.39,1841.85,1.426,1686282659999,2626.10246,17,0.571,1051.54293,0
1686282660000,1841.50,1841.50,1841.05,1841.05,2.791,1686282719999,5138.64289,8,0.000,0.00000,0
1686282720000,1841.52,1841.70,1841.52,1841.70,0.070,1686282779999,128.91738,2,0.009,16.57368,0
1686282780000,1841.48,1841.48,1841.36,1841.47,0.668,1686282839999,1230.04547,4,0.451,830.45768,0
1686282840000,1841.50,1841.50,1841.50,1841.50,0.057,1686282899999,104.96550,1,0.057,104.96550,0
1686282900000,1841.50,1841.50,1841.50,1841.50,0.000,1686282959999,0.00000,0,0.000,0.00000,0
1686282960000,1841.39,1841.46,1841.39,1841.46,0.234,1686283019999,430.89201,9,0.219,403.27116,0
1686283020000,1842.09,1842.09,1841.82,1841.82,0.516,1686283079999,950.49150,8,0.110,202.60836,0
1686283080000,1842.02,1842.02,1841.95,1841.95,0.220,1686283139999,405.23285,2,0.220,405.23285,0
1686283140000,1841.93,1842.46,1841.70,1841.70,8.184,1686283199999,15074.88393,13,6.067,11175.91386,0
1686283200000,1841.56,1841.63,1840.99,1840.99,3.085,1686283259999,5679.98209,23,0.391,719.84009,0
1686283260000,1840.97,1841.13,1840.77,1840.92,2.065,1686283319999,3801.57763,6,0.416,765.82785,0
1686283320000,1840.79,1840.93,1840.72,1840.72,0.146,1686283379999,268.76577,5,0.078,143.59254,0
1686283380000,1840.73,1840.99,1840.73,1840.89,0.690,1686283439999,1270.19940,7,0.690,1270.19940,0
1686283440000,1840.86,1841.28,1840.86,1841.28,0.296,1686283499999,544.97348,3,0.245,451.08962,0
1686283500000,1841.64,1841.64,1840.58,1840.86,1.849,1686283559999,3403.72836,15,0.097,178.58274,0
1686283560000,1840.86,1843.05,1840.86,1842.97,22.960,1686283619999,42307.94964,36,18.393,33892.11387,0
1686283620000,1842.89,1842.89,1842.89,1842.89,0.072,1686283679999,132.68808,1,0.000,0.00000,0
1686283680000,1843.26,1843.26,1842.48,1842.48,6.361,1686283739999,11720.69992,10,2.220,4090.35786,0
1686283740000,1842.81,1842.82,1842.81,1842.82,0.329,1686283799999,606.28720,3,0.271,499.40422,0
1686283800000,1842.75,1843.19,1842.75,1843.12,0.694,1686283859999,1279.04875,9,0.281,517.92231,0
1686283860000,1843.06,1843.06,1842.59,1842.78,0.741,1686283919999,1365.49415,12,0.621,1144.38335,0
1686283920000,1842.85,1842.85,1842.85,1842.85,0.176,1686283979999,324.34160,1,0.176,324.34160,0
1686283980000,1843.10,1843.10,1842.84,1842.84,0.274,1686284039999,504.97841,4,0.150,276.43895,0
1686284040000,1842.89,1843.41,1842.89,1843.41,1.717,1686284099999,3165.02466,7,1.576,2905.12359,0
1686284100000,1843.30,1843.46,1843.30,1843.32,1.019,1686284159999,1878.39758,6,0.692,1275.59820,0
1686284160000,1843.33,1844.65,1843.33,1844.33,2.947,1686284219999,5435.05103,21,2.947,5435.05103,0
1686284220000,1844.63,1844.78,1843.52,1843.53,25.240,1686284279999,46536.91800,30,4.527,8347.15116,0
1686284280000,1843.49,1843.49,1842.84,1842.91,1.245,1686284339999,2294.60274,9,0.675,1244.11011,0
1686284340000,1842.87,1843.17,1842.87,1843.17,2.115,1686284399999,3897.99175,5,2.002,3689.74744,0
1686284400000,1843.16,1843.38,1843.16,1843.33,0.364,1686284459999,670.94905,7,0.257,473.71278,0
1686284460000,1842.85,1843.17,1842.02,1842.59,10.098,1686284519999,18606.02031,19,6.529,12029.87221,0
1686284520000,1841.94,1841.94,1841.94,1841.94,0.057,1686284579999,104.99058,1,0.000,0.00000,0
1686284580000,1841.59,1841.64,1841.42,1841.64,0.977,1686284639999,1799.23750,6,0.935,1721.89416,0
1686284640000,1841.78,1841.80,1841.62,1841.64,0.733,1686284699999,1349.94286,7,0.061,112.34914,0
1686284700000,1841.48,1841.81,1841.37,1841.37,1.972,1686284759999,3631.45535,13,1.352,2489.68068,0
1686284760000,1841.03,1841.19,1840.64,1840.64,1.581,1686284819999,2910.35107,9,0.441,811.87355,0
1686284820000,1840.64,1840.64,1839.99,1840.48,5.285,1686284879999,9725.28419,11,0.254,467.49022,0
1686284880000,1840.54,1840.54,1839.97,1840.54,0.617,1686284939999,1135.46523,8,0.190,349.69918,0
1686284940000,1840.40,1840.40,1840.12,1840.12,0.321,1686284999999,590.71603,4,0.061,112.26074,0
1686285000000,1839.84,1840.09,1839.36,1839.99,0.471,1686285059999,866.58332,12,0.372,684.44877,0
1686285060000,1839.82,1840.06,1839.82,1840.04,0.519,1686285119999,954.92872,3,0.159,292.56954,0
1686285120000,1839.88,1840.41,1839.88,1840.41,1.764,1686285179999,3245.78606,9,0.850,1564.12046,0
1686285180000,1840.41,1840.41,1839.99,1839.99,1.870,1686285239999,3441.07372,6,0.000,0.00000,0
1686285240000,1839.83,1840.00,1839.83,1840.00,0.096,1686285299999,176.63702,3,0.082,150.87898,0
1686285300000,1839.90,1839.90,1839.90,1839.90,0.048,1686285359999,88.31520,3,0.000,0.00000,0
1686285360000,1839.90,1839.90,1839.90,1839.90,0.031,1686285419999,57.03690,2,0.000,0.00000,0
1686285420000,1839.91,1839.91,1839.90,1839.90,0.134,1686285479999,246.54680,5,0.020,36.79820,0
1686285480000,1839.70,1840.18,1839.41,1839.82,6.807,1686285539999,12521.86879,15,0.366,673.42192,0
1686285540000,1839.82,1839.82,1839.82,1839.82,0.000,1686285599999,0.00000,0,0.000,0.00000,0
1686285600000,1839.93,1839.93,1839.40,1839.40,0.569,1686285659999,1046.73025,7,0.164,301.70424,0
1686285660000,1839.40,1839.40,1838.65,1838.65,6.779,1686285719999,12465.48519,8,0.000,0.00000,0
