open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1685579580000,1887.36,1887.36,1885.04,1885.04,21.338,1685579639999,40239.33831,39,4.715,8896.18131,0
1685579640000,1885.55,1885.89,1883.26,1883.26,25.695,1685579699999,48435.00291,78,5.441,10259.65075,0
1685579700000,1883.63,1883.63,1880.35,1880.35,14.109,1685579759999,26549.70306,49,5.510,10364.93422,0
1685579760000,1881.10,1882.84,1880.50,1882.84,3.652,1685579819999,6871.52278,22,2.169,4082.43970,0
1685579820000,1882.87,1882.87,1878.48,1878.48,42.060,1685579879999,79116.53503,62,26.276,49422.85320,0
1685579880000,1878.33,1878.89,1876.09,1877.85,67.725,1685579939999,127126.79721,103,23.669,44433.44984,0
1685579940000,1878.71,1880.95,1878.57,1880.95,10.456,1685579999999,19652.55413,23,7.871,14795.73669,0
1685580000000,1880.71,1881.84,1880.29,1881.69,3.475,1685580059999,6535.04582,20,1.153,2168.63959,0
1685580060000,1881.69,1881.69,1879.31,1879.31,10.827,1685580119999,20358.03173,23,6.614,12434.12727,0
1685580120000,1879.59,1881.06,1879.59,1880.67,2.832,1685580179999,5324.96523,8,1.866,3508.09167,0
1685580180000,1880.62,1881.29,1878.52,1878.52,24.359,1685580239999,45783.78432,34,6.988,13139.96946,0
1685580240000,1878.74,1880.27,1878.74,1879.58,20.243,1685580299999,38045.67495,37,14.304,26883.70135,0
1685580300000,1879.71,1880.27,1875.02,1876.27,14.570,1685580359999,27337.53369,62,7.296,13687.53544,0
1685580360000,1876.46,1877.24,1875.93,1876.18,9.576,1685580419999,17972.73572,23,3.485,6539.69530,0
1685580420000,1875.94,1876.11,1875.16,1876.11,2.637,1685580479999,4946.56761,7,0.238,446.32703,0
1685580480000,1876.32,1877.49,1876.10,1877.49,1.912,1685580539999,3587.72689,11,0.138,258.99714,0
1685580540000,1877.67,1878.31,1876.37,1876.37,3.365,1685580599999,6317.43703,13,2.474,4645.55414,0
1685580600000,1876.28,1878.10,1875.93,1878.10,1.872,1685580659999,3512.64364,15,1.580,2964.86864,0
1685580660000,1877.89,1879.21,1876.62,1876.62,13.317,1685580719999,25010.90283,32,4.266,8011.48491,0
1685580720000,1876.94,1876.94,1875.01,1875.22,5.147,1685580779999,9655.78551,12,0.836,1567.53538,0
1685580780000,1875.66,1875.66,1874.97,1875.52,6.706,1685580839999,12574.06169,14,0.636,1192.55979,0
1685580840000,1875.55,1875.55,1874.57,1874.58,4.025,1685580899999,7546.08033,14,0.409,766.92147,0
1685580900000,1874.55,1874.67,1873.80,1873.81,2.418,1685580959999,4531.30922,25,1.098,2057.57487,0
1685580960000,1873.79,1873.92,1873.12,1873.67,9.529,1685581019999,17852.14897,27,0.023,43.09609,0
1685581020000,1874.55,1875.59,1874.55,1875.34,11.723,1685581079999,21983.08422,27,10.058,18860.22687,0
1685581080000,1875.08,1875.26,1874.65,1875.18,4.637,1685581139999,8694.21009,13,1.614,3026.49815,0
1685581140000,1875.43,1875.73,1875.43,1875.73,0.333,1685581199999,624.54029,7,0.235,440.74281,0
1685581200000,1876.49,1878.78,1876.38,1878.78,15.075,1685581259999,28306.67172,56,13.016,24442.64421,0
1685581260000,1878.47,1878.87,1877.60,1878.87,11.452,1685581319999,21511.69513,12,0.260,488.31901,0
1685581320000,1877.96,1878.13,1877.96,1878.13,0.399,1685581379999,749.33847,8,0.236,443.22659,0
1685581380000,1878.43,1880.50,1878.38,1880.50,4.452,1685581439999,8369.29941,28,4.117,7739.85344,0
1685581440000,1880.46,1880.58,1879.82,1880.10,0.202,1685581499999,379.79026,6,0.138,259.46386,0
1685581500000,1880.67,1881.45,1880.67,1881.16,12.339,1685581559999,23214.09898,30,4.747,8930.48708,0
1685581560000,1880.33,1881.54,1880.33,1881.54,0.849,1685581619999,1596.86419,9,0.497,934.84609,0
1685581620000,1881.65,1882.73,1880.67,1881.89,25.894,1685581679999,48728.15555,38,19.382,36469.87254,0
1685581680000,1881.67,1883.19,1881.43,1882.69,36.784,1685581739999,69244.06297,59,25.119,47287.40440,0
1685581740000,1882.23,1882.63,1882.12,1882.63,5.816,1685581799999,10948.17199,16,3.334,6276.55036,0
1685581800000,1882.70,1885.18,1882.34,1884.23,23.780,1685581859999,44782.03668,36,6.787,12786.60596,0
1685581860000,1884.23,1885.19,1883.68,1885.19,5.157,1685581919999,9719.82390,13,3.672,6921.85528,0
1685581920000,1885.03,1885.18,1884.28,1884.89,8.458,1685581979999,15940.12417,17,7.962,15005.36700,0
1685581980000,1884.05,1884.55,1883.14,1883.62,6.631,1685582039999,12495.07016,12,6.030,11362.85847,0
1685582040000,1883.22,1883.32,1883.22,1883.32,0.295,1685582099999,555.57130,3,0.075,141.24150,0
1685582100000,1883.21,1883.43,1881.87,1882.05,13.433,1685582159999,25283.24667,30,0.632,1189.45560,0
1685582160000,1882.12,1882.38,1881.65,1881.65,4.325,1685582219999,8140.68165,12,1.444,2718.03831,0
1685582220000,1881.69,1882.84,1881.29,1882.84,10.366,1685582279999,19507.43038,20,4.267,8032.14450,0
1685582280000,1883.27,1884.83,1883.27,1884.83,0.933,1685582339999,1758.17016,8,0.730,1375.74979,0
1685582340000,1884.75,1884.99,1883.86,1884.02,5.981,1685582399999,11272.73124,13,1.359,2560.56904,0
1685582400000,1884.35,1885.10,1884.35,1885.10,2.230,1685582459999,4203.03671,16,1.042,1964.07699,0
1685582460000,1884.85,1884.91,1884.39,1884.39,0.203,1685582519999,382.59023,4,0.095,179.06603,0
1685582520000,1883.82,1883.90,1883.38,1883.67,1.081,1685582579999,2036.27098,6,0.403,759.13926,0
1685582580000,1883.66,1883.69,1883.29,1883.29,0.397,1685582639999,747.75637,4,0.182,342.82942,0
1685582640000,1883.26,1884.04,1883.26,1883.76,14.306,1685582699999,26951.62428,13,0.493,928.77427,0
1685582700000,1884.38,1885.18,1884.03,1884.87,28.781,1685582759999,54249.79866,40,27.092,51065.85938,0
1685582760000,1884.81,1884.81,1882.33,1882.40,4.873,1685582819999,9178.73665,19,0.465,875.50549,0
1685582820000,1882.48,1884.21,1882.48,1884.20,29.479,1685582879999,55526.30243,34,4.669,8793.67765,0
1685582880000,1884.76,1884.76,1883.01,1883.01,36.665,1685582939999,69076.89746,23,0.866,1632.11908,0
1685582940000,1883.15,1883.92,1883.14,1883.26,3.320,1685582999999,6253.49880,16,0.181,340.92427,0
1685583000000,1883.75,1884.11,1883.14,1883.31,4.870,1685583059999,9173.62510,27,2.959,5573.47700,0
1685583060000,1883.01,1883.01,1883.00,1883.00,0.125,1685583119999,235.37582,2,0.000,0.00000,0
1685583120000,1882.84,1883.26,1882.65,1882.73,2.841,1685583179999,5349.30048,11,1.148,2161.75568,0
1685583180000,1882.63,1883.30,1882.63,1882.63,57.123,1685583239999,107555.57959,19,35.467,66785.00169,0
1685583240000,1882.12,1882.40,1882.07,1882.07,1.779,1685583299999,3348.66786,5,0.126,237.14082,0
1685583300000,1882.65,1882.65,1880.81,1881.53,17.715,1685583359999,33335.69422,27,2.891,5438.25148,0
1685583360000,1881.44,1882.94,1881.44,1882.94,24.846,1685583419999,46783.01946,15,24.623,46363.30752,0
1685583420000,1882.96,1883.30,1881.43,1881.43,17.490,1685583479999,32926.20987,29,1.808,3403.86784,0
1685583480000,1881.51,1881.62,1881.29,1881.62,0.378,1685583539999,711.16700,3,0.077,144.87627,0
1685583540000,1881.58,1881.58,1880.62,1880.62,0.387,1685583599999,728.08510,5,0.111,208.85538,0
1685583600000,1881.00,1881.69,1880.70,1881.69,0.558,1685583659999,1049.64799,7,0.403,758.08524,0
1685583660000,1881.50,1881.50,1881.50,1881.50,0.079,1685583719999,148.63850,1,0.000,0.00000,0
1685583720000,1881.45,1882.22,1881.41,1882.22,0.992,1685583779999,1866.62831,13,0.379,713.14535,0
1685583780000,1882.17,1882.27,1881.24,1881.25,0.463,1685583839999,871.30854,6,0.396,745.20315,0
1685583840000,1881.13,1881.13,1879.56,1879.56,2.161,1685583899999,4063.54951,17,0.265,498.21300,0
1685583900000,1879.97,1882.84,1879.29,1880.45,44.474,1685583959999,83611.25607,73,20.714,38948.67516,0
1685583960000,1880.29,1880.38,1879.80,1880.04,6.419,1685584019999,12068.84853,12,0.901,1693.90630,0
1685584020000,1879.85,1880.33,1879.85,1880.33,5.304,1685584079999,9971.52454,5,5.119,9623.73807,0
1685584080000,1880.32,1880.33,1880.03,1880.07,0.976,1685584139999,1835.15335,4,0.929,1746.79006,0
1685584140000,1880.19,1880.19,1880.19,1880.19,0.186,1685584199999,349.71534,1,0.186,349.71534,0
1685584200000,1879.89,1880.02,1877.63,1877.93,27.959,1685584259999,52508.56102,40,2.354,4423.07524,0
1685584260000,1877.46,1879.37,1876.86,1879.03,6.679,1685584319999,12538.25721,17,1.321,2481.56480,0
1685584320000,1878.82,1878.82,1878.10,1878.10,0.145,1685584379999,272.33455,4,0.000,0.00000,0
1685584380000,1879.27,1879.71,1879.01,1879.01,6.017,1685584439999,11308.66738,10,5.606,10536.10657,0
1685584440000,1879.10,1879.37,1879.05,1879.37,2.211,1685584499999,4154.63228,6,2.127,3996.78788,0
1685584500000,1879.52,1879.65,1879.30,1879.30,0.415,1685584559999,780.01431,7,0.246,462.37063,0
1685584560000,1879.28,1879.54,1879.28,1879.54,1.137,1685584619999,2136.98916,4,0.144,270.61632,0
1685584620000,1879.68,1879.80,1879.44,1879.46,3.696,1685584679999,6947.10034,13,1.704,3202.75976,0
1685584680000,1879.20,1879.20,1878.71,1878.71,0.253,1685584739999,475.32833,2,0.223,418.95233,0
1685584740000,1879.40,1879.40,1879.01,1879.01,0.356,1685584799999,668.99004,4,0.078,146.57838,0
1685584800000,1879.11,1879.91,1879.11,1879.89,1.115,1685584859999,2095.69649,11,0.864,1623.91826,0
1685584860000,1879.85,1879.85,1878.64,1878.64,0.931,1685584919999,1749.61946,12,0.388,729.02177,0
1685584920000,1878.49,1878.49,1877.36,1877.57,1.341,1685584979999,2518.06654,9,0.102,191.57232,0
1685584980000,1877.45,1878.22,1877.45,1878.22,0.507,1685585039999,952.05823,6,0.140,262.91860,0
1685585040000,1877.61,1877.61,1877.55,1877.55,0.190,1685585099999,356.74200,2,0.000,0.00000,0
1685585100000,1877.44,1877.44,1877.18,1877.22,0.928,1685585159999,1742.14210,7,0.208,390.47988,0
1685585160000,1877.18,1877.18,1876.01,1876.86,1.991,1685585219999,3736.00354,17,0.079,148.21991,0
1685585220000,1877.13,1877.36,1877.13,1877.21,3.247,1685585279999,6095.67783,8,3.148,5909.83404,0
1685585280000,1877.33,1877.84,1877.33,1877.44,19.732,1685585339999,37047.22639,22,11.716,21996.08650,0
1685585340000,1877.81,1877.81,1877.43,1877.50,7.675,1685585399999,14410.33170,17,2.671,5014.80439,0
1685585400000,1878.09,1878.33,1878.09,1878.33,1.362,1685585459999,2557.99246,8,0.640,1201.99435,0
1685585460000,1878.32,1878.32,1877.21,1877.21,21.046,1685585519999,39519.98472,13,0.612,1148.97780,0
1685585520000,1877.34,1877.34,1877.33,1877.33,1.119,1685585579999,2100.73281,2,0.000,0.00000,0
1685585580000,1876.93,1876.93,1876.19,1876.19,0.960,1685585639999,1801.79290,4,0.150,281.48770,0
1685585640000,1876.02,1876.02,1876.02,1876.02,0.018,1685585699999,33.76836,1,0.018,33.76836,0
1685585700000,1876.19,1876.99,1876.19,1876.89,0.786,1685585759999,1474.98206,12,0.408,765.69106,0
1685585760000,1876.98,1876.98,1876.63,1876.77,10.195,1685585819999,19132.41583,12,0.179,335.93442,0
1685585820000,1877.36,1877.50,1877.36,1877.50,14.665,1685585879999,27533.51384,15,0.000,0.00000,0
1685585880000,1876.24,1876.29,1876.00,1876.15,1.107,1685585939999,2076.77356,9,0.959,1799.10773,0
1685585940000,1876.34,1876.48,1876.34,1876.48,2.721,1685585999999,5105.58945,6,2.091,3923.44298,0
1685586000000,1876.47,1876.48,1875.81,1875.81,1.357,1685586059999,2545.81637,11,0.125,234.53909,0
1685586060000,1875.79,1876.00,1875.74,1875.97,3.852,1685586119999,7225.47475,9,3.695,6930.97503,0
1685586120000,1876.30,1877.74,1876.30,1877.18,10.729,1685586179999,20139.86947,18,10.322,19375.81160,0
1685586180000,1877.25,1878.10,1877.02,1877.84,2.126,1685586239999,3991.18778,13,0.484,908.87571,0
1685586240000,1878.19,1878.19,1877.41,1877.74,1.395,1685586299999,2619.46708,4,1.271,2386.66824,0
1685586300000,1877.35,1877.67,1877.25,1877.35,1.919,1685586359999,3602.96240,11,0.525,985.67096,0
1685586360000,1877.30,1877.43,1877.02,1877.02,2.190,1685586419999,4111.14789,7,1.537,2885.39470,0
1685586420000,1877.03,1877.80,1877.03,1877.80,1.816,1685586479999,3408.76310,5,1.704,3198.52790,0
1685586480000,1877.73,1877.73,1877.55,1877.55,0.019,1685586539999,35.67399,2,0.000,0.00000,0
1685586540000,1877.21,1877.21,1877.20,1877.20,0.190,1685586599999,356.66877,2,0.190,356.66877,0
1685586600000,1877.11,1878.76,1877.11,1878.37,1.980,1685586659999,3718.75908,21,1.104,2073.48674,0
1685586660000,1878.23,1879.00,1878.18,1879.00,0.656,1685586719999,1232.25872,9,0.263,494.11573,0
1685586720000,1879.28,1879.39,1879.28,1879.39,0.020,1685586779999,37.58659,2,0.020,37.58659,0
1685586780000,1879.53,1880.69,1879.35,1880.05,1.632,1685586839999,3068.37994,15,1.544,2902.97187,0
1685586840000,1880.04,1881.21,1879.31,1879.35,49.772,1685586899999,93591.63021,38,48.628,91441.32980,0
1685586900000,1879.28,1879.78,1879.28,1879.72,3.896,1685586959999,7323.29903,15,1.998,3755.77785,0
1685586960000,1879.88,1879.88,1879.47,1879.49,0.608,1685587019999,1142.79392,5,0.259,486.81537,0
1685587020000,1879.44,1879.44,1879.41,1879.41,0.062,1685587079999,116.52435,2,0.031,58.26264,0
1685587080000,1879.35,1879.35,1878.84,1878.88,4.048,1685587139999,7605.93695,11,0.303,569.37537,0
1685587140000,1878.66,1878.67,1878.64,1878.64,0.174,1685587199999,326.88691,4,0.000,0.00000,0
1685587200000,1878.10,1878.10,1877.37,1877.37,0.647,1685587259999,1215.00013,6,0.077,144.55909,0
1685587260000,1877.32,1877.32,1877.31,1877.31,0.403,1685587319999,756.55643,5,0.050,93.86600,0
1685587320000,1877.28,1877.28,1876.50,1876.56,3.251,1685587379999,6100.91676,10,1.983,3721.20345,0
1685587380000,1876.57,1876.57,1876.37,1876.38,2.258,1685587439999,4236.88305,10,2.208,4143.06067,0
1685587440000,1876.37,1876.37,1875.60,1875.70,2.922,1685587499999,5480.68367,10,1.645,3085.38403,0
1685587500000,1875.91,1876.50,1875.11,1875.58,2.682,1685587559999,5029.82401,18,0.444,832.81422,0
1685587560000,1875.00,1875.77,1874.73,1875.43,2.066,1685587619999,3873.97727,14,0.908,1702.40632,0
1685587620000,1875.69,1875.69,1874.93,1875.28,0.305,1685587679999,571.92136,5,0.305,571.92136,0
1685587680000,1875.30,1875.30,1874.66,1875.01,2.256,1685587739999,4229.83134,14,0.046,86.25343,0
1685587740000,1874.89,1874.89,1856.30,1861.55,451.628,1685587799999,841222.84182,430,206.505,384432.54631,0
1685587800000,1860.60,1860.67,1853.50,1860.56,315.019,1685587859999,584928.13967,224,165.976,308206.67099,0
1685587860000,1859.36,1859.36,1856.21,1859.22,44.834,1685587919999,83281.54749,69,24.267,45073.44257,0
1685587920000,1859.86,1861.00,1858.31,1860.32,31.275,1685587979999,58166.83218,51,5.655,10519.66936,0
1685587980000,1860.40,1861.36,1859.31,1860.19,37.428,1685588039999,69619.96465,42,13.183,24524.57775,0
1685588040000,1859.21,1859.21,1857.81,1858.79,52.631,1685588099999,97828.43977,37,11.999,22297.91006,0
1685588100000,1858.53,1858.84,1857.97,1858.84,5.344,1685588159999,9930.14840,16,2.920,5425.96641,0
1685588160000,1859.16,1859.40,1855.02,1855.70,57.279,1685588219999,106329.42427,77,15.164,28147.49619,0
1685588220000,1855.28,1858.39,1855.07,1858.39,30.423,1685588279999,56467.11872,54,5.975,11100.16826,0
1685588280000,1857.76,1859.19,1857.75,1858.85,19.922,1685588339999,37027.11913,30,15.662,29110.13900,0
1685588340000,1859.18,1859.41,1857.68,1857.68,25.554,1685588399999,47484.29096,32,11.527,21416.88677,0
1685588400000,1857.27,1857.27,1854.86,1857.26,58.271,1685588459999,108205.71062,97,11.519,21383.96113,0
1685588460000,1857.53,1858.37,1857.05,1857.05,9.890,1685588519999,18375.30614,32,2.419,4494.36146,0
1685588520000,1857.03,1857.03,1855.79,1855.79,4.515,1685588579999,8382.72404,24,0.314,583.05640,0
1685588580000,1855.77,1856.13,1848.10,1849.14,209.957,1685588639999,388535.98738,217,88.949,164627.49917,0
1685588640000,1848.78,1851.84,1842.85,1851.65,325.142,1685588699999,600724.65148,266,87.098,160811.02124,0
1685588700000,1851.41,1851.43,1849.70,1850.35,21.726,1685588759999,40205.66110,60,11.847,21920.99778,0
1685588760000,1850.07,1854.89,1850.07,1854.47,59.229,1685588819999,109719.61370,93,45.875,84975.03595,0
1685588820000,1854.24,1854.79,1853.61,1854.79,6.323,1685588879999,11723.69467,20,0.963,1785.50569,0
1685588880000,1854.53,1855.00,1854.51,1855.00,2.029,1685588939999,3763.14134,10,1.762,3267.98717,0
1685588940000,1855.02,1857.87,1854.99,1857.46,16.056,1685588999999,29816.77939,61,15.645,29054.09043,0
1685589000000,1857.23,1858.92,1856.85,1858.56,46.249,1685589059999,85926.70053,62,30.718,57076.35957,0
1685589060000,1858.60,1859.74,1857.99,1858.62,42.333,1685589119999,78707.59940,36,13.484,25068.65492,0
1685589120000,1858.57,1859.33,1857.99,1859.27,28.538,1685589179999,53040.48619,18,28.282,52564.61032,0
1685589180000,1859.78,1860.24,1859.40,1860.24,6.399,1685589239999,11900.05086,24,2.909,5410.21603,0
1685589240000,1859.41,1860.34,1859.03,1859.76,27.249,1685589299999,50683.84646,27,25.361,47172.15136,0
1685589300000,1859.80,1860.59,1859.40,1860.10,8.866,1685589359999,16491.16738,40,4.821,8967.07426,0
1685589360000,1860.33,1860.74,1860.33,1860.34,0.400,1685589419999,744.21934,10,0.093,173.03110,0
1685589420000,1860.22,1860.73,1860.22,1860.73,0.186,1685589479999,346.07736,4,0.068,126.52538,0
1685589480000,1860.78,1860.78,1860.71,1860.71,1.999,1685589539999,3719.61472,3,0.485,902.47830,0
1685589540000,1860.56,1863.54,1860.22,1863.17,14.891,1685589599999,27733.49779,48,6.116,11393.46639,0
1685589600000,1862.77,1862.77,1861.88,1862.11,1.296,1685589659999,2413.29014,19,0.611,1137.73341,0
1685589660000,1862.12,1862.12,1861.43,1861.57,0.786,1685589719999,1463.49992,11,0.164,305.35083,0
1685589720000,1861.76,1861.76,1861.11,1861.44,2.670,1685589779999,4969.69599,8,1.558,2900.04637,0
1685589780000,1861.79,1862.50,1861.43,1862.50,6.894,1685589839999,12835.21154,13,4.161,7747.62959,0
1685589840000,1862.58,1862.58,1862.18,1862.51,0.165,1685589899999,307.29555,4,0.099,184.36765,0
1685589900000,1862.31,1862.99,1862.29,1862.71,1.005,1685589959999,1871.92888,9,0.775,1443.60218,0
1685589960000,1863.27,1863.27,1860.35,1860.35,7.513,1685590019999,13992.97508,22,1.816,3383.25865,0
1685590020000,1859.90,1860.34,1859.51,1859.51,5.424,1685590079999,10086.65009,9,3.374,6274.25845,0
1685590080000,1859.50,1860.54,1859.33,1860.54,51.697,1685590139999,96155.72109,34,10.646,19803.50447,0
1685590140000,1861.52,1861.52,1858.58,1859.12,31.603,1685590199999,58794.14153,35,0.622,1157.53052,0
1685590200000,1858.45,1859.85,1858.37,1859.85,8.650,1685590259999,16080.30736,31,3.830,7120.67568,0
1685590260000,1859.82,1859.96,1859.56,1859.96,0.749,1685590319999,1392.93497,6,0.749,1392.93497,0
1685590320000,1860.34,1861.13,1860.34,1860.94,2.698,1685590379999,5019.85217,14,2.495,4642.08592,0
1685590380000,1860.75,1860.81,1860.66,1860.67,1.491,1685590439999,2774.30539,7,0.148,275.39913,0
1685590440000,1861.07,1862.42,1861.07,1862.36,8.042,1685590499999,14976.41179,15,7.690,14321.13883,0
1685590500000,1862.37,1862.37,1861.12,1861.14,3.037,1685590559999,5654.73509,10,1.889,3517.71715,0
1685590560000,1861.08,1861.08,1860.67,1861.07,0.874,1685590619999,1626.40166,9,0.405,753.65056,0
1685590620000,1861.07,1861.07,1859.38,1860.27,14.048,1685590679999,26131.31769,19,2.495,4639.63128,0
1685590680000,1860.15,1860.45,1860.05,1860.45,0.224,1685590739999,416.68172,4,0.080,148.83312,0
1685590740000,1860.33,1860.33,1860.33,1860.33,0.198,1685590799999,368.34534,1,0.198,368.34534,0
1685590800000,1859.97,1860.20,1858.86,1859.96,2.990,1685590859999,5561.56513,24,0.812,1510.20471,0
1685590860000,1860.03,1860.18,1859.89,1859.96,5.069,1685590919999,9429.13457,7,5.069,9429.13457,0
1685590920000,1859.85,1860.21,1859.32,1859.72,10.312,1685590979999,19178.58052,17,10.137,18853.14665,0
1685590980000,1859.55,1859.69,1859.53,1859.69,0.491,1685591039999,913.07150,5,0.159,295.69071,0
1685591040000,1859.41,1859.82,1859.41,1859.75,0.154,1685591099999,286.38678,4,0.011,20.45351,0
1685591100000,1859.31,1860.45,1858.77,1859.38,6.903,1685591159999,12841.01023,23,6.186,11508.01875,0
1685591160000,1859.05,1859.29,1859.05,1859.20,0.499,1685591219999,927.70546,3,0.025,46.48000,0
1685591220000,1859.13,1859.13,1859.09,1859.12,0.325,1685591279999,604.20947,5,0.021,39.04152,0
1685591280000,1859.12,1859.63,1859.12,1859.63,0.474,1685591339999,881.26827,4,0.385,715.76120,0
1685591340000,1859.31,1860.19,1859.31,1860.19,0.472,1685591399999,877.83398,6,0.432,803.46158,0
1685591400000,1860.23,1860.35,1859.72,1860.35,2.681,1685591459999,4986.93986,15,2.337,4347.14332,0
1685591460000,1860.54,1861.03,1860.43,1860.43,7.159,1685591519999,13320.10777,14,5.951,11072.58527,0
1685591520000,1860.10,1860.34,1860.10,1860.34,0.296,1685591579999,550.61194,5,0.042,78.13106,0
1685591580000,1860.88,1861.03,1860.79,1861.03,0.232,1685591639999,431.73987,5,0.176,327.53458,0
1685591640000,1860.64,1860.64,1860.64,1860.64,0.204,1685591699999,379.57056,1,0.204,379.57056,0
1685591700000,1860.64,1860.64,1859.64,1859.66,1.801,1685591759999,3349.56265,11,1.322,2458.61040,0
1685591760000,1859.54,1859.54,1859.39,1859.41,2.673,1685591819999,4970.33933,9,1.192,2216.51774,0
1685591820000,1859.66,1860.65,1859.66,1860.47,6.747,1685591879999,12551.80969,9,6.614,12304.34324,0
1685591880000,1860.49,1860.88,1860.49,1860.88,5.115,1685591939999,9516.82601,9,4.968,9243.31567,0
1685591940000,1860.88,1860.88,1860.88,1860.88,0.000,1685591999999,0.00000,0,0.000,0.00000,0
1685592000000,1860.64,1860.96,1859.07,1859.07,8.536,1685592059999,15875.56892,45,3.217,5983.67431,0
1685592060000,1858.86,1859.05,1858.76,1858.79,1.503,1685592119999,2793.93457,14,0.819,1522.43745,0
1685592120000,1858.74,1860.25,1858.74,1860.25,1.999,1685592179999,3716.87829,13,1.976,3674.12727,0
1685592180000,1860.35,1860.79,1860.35,1860.79,0.146,1685592239999,271.66474,3,0.011,20.46385,0
1685592240000,1860.76,1861.27,1860.76,1861.25,1.021,1685592299999,1900.06058,8,0.704,1310.07063,0
1685592300000,1861.41,1861.47,1861.11,1861.35,3.909,1685592359999,7275.29058,19,2.762,5140.49029,0
1685592360000,1861.53,1861.61,1861.41,1861.55,1.188,1685592419999,2211.43024,7,0.573,1066.64321,0
1685592420000,1861.11,1861.36,1860.62,1860.62,10.314,1685592479999,19194.88964,17,7.515,13985.65850,0
1685592480000,1860.45,1860.79,1859.93,1860.79,8.657,1685592539999,16103.23368,15,0.145,269.81455,0
1685592540000,1860.87,1861.41,1860.86,1861.41,0.279,1685592599999,519.20963,4,0.188,349.87046,0
